field	type	asl	initial	promptgroup	prompt	special	pp	interest	base	size	extra	menu
PHAS	DBF_SHORT			GUI_SCAN	"Scan Phase"	SPC_SCAN		1				
PINI	DBF_MENU			GUI_SCAN	"Process at iocInit"			1				menuPini
PPN	DBF_NOACCESS				"addr of PUTNOTIFY"	SPC_NOMOD		4			"struct putNotify *ppn"	
PPNR	DBF_NOACCESS				"pputNotifyRecord"	SPC_NOMOD		4			"struct putNotifyRecord *ppnr"	
PRIO	DBF_MENU			GUI_SCAN	"Scheduling Priority"	SPC_SCAN		1				menuPriority
PROC	DBF_UCHAR				"Force Processing"		TRUE	3				
PUTF	DBF_UCHAR				"dbPutField process"	SPC_NOMOD		1				
PXSC	DBF_UCHAR				"Previous XScan"	SPC_NOMOD						
R1CV	DBF_DOUBLE				"P1 Readback Value"	SPC_NOMOD		1				
R1DL	DBF_DOUBLE	ASL0		GUI_INPUTS	"P1 Readback Delta"			1				
R1LV	DBF_DOUBLE				"P1 Rdbk Last Val Pst"	SPC_NOMOD		1				
R1NV	DBF_MENU				"R1  PV Status"	SPC_NOMOD		1				sscanP1NV
R1PV	DBF_STRING	ASL0		GUI_CALC	"P1 Readback  PV Name"	SPC_MOD		1		40		
R2CV	DBF_DOUBLE				"P2 Readback Value"	SPC_NOMOD		1				
R2DL	DBF_DOUBLE	ASL0		GUI_INPUTS	"P2 Readback Delta"			1				
R2LV	DBF_DOUBLE				"P2 Rdbk Last Val Pst"	SPC_NOMOD		1				
R2NV	DBF_MENU				"R2  PV Status"	SPC_NOMOD		1				sscanP1NV
R2PV	DBF_STRING	ASL0		GUI_CALC	"P2 Readback  PV Name"	SPC_MOD		1		40		
R3CV	DBF_DOUBLE				"P3 Readback Value"	SPC_NOMOD		1				
R3DL	DBF_DOUBLE	ASL0		GUI_INPUTS	"P3 Readback Delta"			1				
R3LV	DBF_DOUBLE				"P3 Rdbk Last Val Pst"	SPC_NOMOD		1				
R3NV	DBF_MENU				"R3  PV Status"	SPC_NOMOD		1				sscanP1NV
R3PV	DBF_STRING	ASL0		GUI_CALC	"P3 Readback  PV Name"	SPC_MOD		1		40		
R4CV	DBF_DOUBLE				"P4 Readback Value"	SPC_NOMOD		1				
R4DL	DBF_DOUBLE	ASL0		GUI_INPUTS	"P4 Readback Delta"			1				
R4LV	DBF_DOUBLE				"P4 Rdbk Last Val Pst"	SPC_NOMOD		1				
R4NV	DBF_MENU				"R4  PV Status"	SPC_NOMOD		1				sscanP1NV
R4PV	DBF_STRING	ASL0		GUI_CALC	"P4 Readback  PV Name"	SPC_MOD		1		40		
RDES	DBF_NOACCESS				"Address of dbRecordType"	SPC_NOMOD		4			"struct dbRecordType *rdes"	
RDLY	DBF_FLOAT	ASL0		GUI_INPUTS	"Pause resume delay"	SPC_MOD		1				
REFD	DBF_SHORT		"1"		"Reference detector"	SPC_MOD						
RPRO	DBF_UCHAR				"Reprocess "	SPC_NOMOD		1				
RPVT	DBF_NOACCESS				"Ptr to Pvt Struct"	SPC_NOMOD		4		4	"void *           rpvt"	
RSET	DBF_NOACCESS				"Address of RSET"	SPC_NOMOD		4			"struct rset      *rset"	
SCAN	DBF_MENU			GUI_SCAN	"Scan Mechanism"	SPC_SCAN		1				menuScan
SDIS	DBF_INLINK			GUI_SCAN	"Scanning Disable"			1				
SEVR	DBF_MENU		"INVALID"		"Alarm Severity"	SPC_NOMOD						menuAlarmSevr
SMSG	DBF_STRING				"Record State Msg"			1		40		
SPVT	DBF_NOACCESS				"Scan Private"	SPC_NOMOD		4			"struct scan_element *spvt"	
STAT	DBF_MENU		"UDF"		"Alarm Status"	SPC_NOMOD						menuAlarmStat
T1CD	DBF_FLOAT	ASL0	1.0	GUI_INPUTS	"T1 Cmnd"	SPC_MOD		1				
T1NV	DBF_MENU				"T1  PV Status"	SPC_NOMOD		1				sscanP1NV
T1PV	DBF_STRING	ASL0		GUI_CALC	"Trigger 1    PV Name"	SPC_MOD		1		40		
T2CD	DBF_FLOAT	ASL0	1.0	GUI_INPUTS	"T2 Cmnd"	SPC_MOD		1				
T2NV	DBF_MENU				"T2  PV Status"	SPC_NOMOD		1				sscanP1NV
T2PV	DBF_STRING	ASL0		GUI_CALC	"Trigger 2    PV Name"	SPC_MOD		1		40		
T3CD	DBF_FLOAT	ASL0	1.0	GUI_INPUTS	"T3 Cmnd"	SPC_MOD		1				
T3NV	DBF_MENU				"T3  PV Status"	SPC_NOMOD		1				sscanP1NV
T3PV	DBF_STRING	ASL0		GUI_CALC	"Trigger 3    PV Name"	SPC_MOD		1		40		
T4CD	DBF_FLOAT	ASL0	1.0	GUI_INPUTS	"T4 Cmnd"	SPC_MOD		1				
T4NV	DBF_MENU				"T4  PV Status"	SPC_NOMOD		1				sscanP1NV
T4PV	DBF_STRING	ASL0		GUI_CALC	"Trigger 4    PV Name"	SPC_MOD		1		40		
TIME	DBF_NOACCESS				"Time"	SPC_NOMOD		2			"epicsTimeStamp   time"	
TLAP	DBF_NOACCESS				"Time of Last Array Posting"	SPC_NOMOD		2			"epicsTimeStamp   tlap"	
TOLP	DBF_NOACCESS				"Time of Last Posting"	SPC_NOMOD		2			"epicsTimeStamp   tolp"	
TPRO	DBF_UCHAR				"Trace Processing"							
TSE	DBF_SHORT			GUI_SCAN	"Time Stamp Event"			1				
TSEL	DBF_INLINK			GUI_SCAN	"Time Stamp Link"			1				
UDF	DBF_UCHAR		"1"	GUI_COMMON	"Undefined"		TRUE	1				
VAL	DBF_DOUBLE				"Value Field"							
VERS	DBF_DOUBLE		"3"		"Code Version"	SPC_NOMOD						
WAIT	DBF_SHORT				"Wait for client(s)"	SPC_MOD						
WCNT	DBF_SHORT				"Wait count)"	SPC_NOMOD						
WTNG	DBF_SHORT				"Waiting for client(s)"	SPC_NOMOD						
XSC	DBF_SHORT				"Internal execScan"	SPC_NOMOD		1				
